1;0,865185419;0,692641409;0,164991393;0,554832598;0,813926012;9,238596276;0,999902795;0,754490153;0,980161331;0,392573888;0,482412568;0,684461908;10,59339328;0,999974919;0,559908746;0,315104038;0,019988432;0,894938888;0,709908333;0,74464398;0,571883869;0,933248855;2,249689978;0,90462379;0,262511981;0,352460564;0,815423541;1,320627195;0,789286036;0,974884016;0,584343184;0,188771346;1,409460379;0,803680817;0,243527028;0,226690648;0,696189304;1,070588712;0,744708856;;1;0,27729564;;0,141582242;0,111748887;0,113786932;0,141582242;0,005734343;0,004526037;0,004608582;0,005734343;0,005440043;0,00429375;0,004372058;0,005440043;0,00183246;0,001832282;0,001832414;0,00183246;0,000767724;0,000767649;0,000767705;0,000767724;1,93941E-07;7,02377E-07;1,68071E-06;-5,44451E-07;-8,66897E-08;1,93941E-07;5,0044E-08;1,81239E-07;1,57064E-06;-4,40925E-06;1,97089E-06;5,0044E-08;;
2;0,865185341;0,692641224;0,164991452;0,554832607;0,813925991;9,187181224;0,999897668;0,754490133;0,980161158;0,392574373;0,482412351;0,684461903;10,44914839;0,999971028;0,559707195;0,314902473;0,019786862;0,89433013;0,70978295;0,744559539;0,571799421;0,933164405;2,249430606;0,904601409;0,262014117;0,35195362;0,814792763;1,319143657;0,789039198;0,974411704;0,583862258;0,188172942;1,407956377;0,80344341;0,23123465;0,214174086;0,680615257;1,035145218;0,737912187;;1;0,272257198;;0,142710587;0,112604247;0,114659881;0,142710587;0,005492998;0,004334191;0,004413313;0,005492998;0,005211371;0,004111976;0,004187042;0,005211371;0,001755298;0,001755119;0,001755247;0,001755298;0,000735363;0,000735288;0,000735341;0,000735363;1,95547E-07;8,88935E-07;1,59711E-06;-4,80771E-07;-2,85909E-07;1,95547E-07;5,53667E-08;2,51692E-07;2,05567E-06;-5,05406E-06;7,38954E-06;5,53667E-08;;
3;0,865185243;0,692641048;0,164991505;0,554832639;0,81392597;2,707875833;0,937489782;0,754490105;0,980160932;0,392574929;0,482411538;0,684461896;1,822107445;0,860818812;0,559514132;0,314709396;0,019593779;0,815040329;0,693182527;0,744478657;0,571718534;0,933083515;2,123170718;0,893134936;0,261537356;0,351468156;0,814188533;1,309390147;0,787411088;0,973959386;0,583401683;0,187599691;1,383787744;0,79959864;0,218848183;0,201561499;0,664917093;0,998408879;0,73074563;;1;0,266994588;;0,143778919;0,113213115;0,114965428;0,143778919;0,005267206;0,004147456;0,004211651;0,005267206;0,005042093;0,0039702;0,004031651;0,005042093;0,001739537;0,001630798;0,001497426;0,001739537;0,000780654;0,000731855;0,000672002;0,000780654;0,000111524;0,00043115;-0,000294233;0,000214594;1,18717E-05;0,000111524;0,000228004;0,000881462;-0,00232556;-0,004474843;-0,000476347;0,000228004;;
4;0,865137817;0,692673414;0,1649679;0,554831333;0,813913702;7,74453448;0,999567084;0,754393145;0,980416743;0,393067162;0,482463936;0,684436816;9,317545352;0,999910174;0,559334744;0,314544679;0,01940243;0,893011454;0,70951124;0,744398153;0,571644614;0,932997643;2,2486668;0,904535474;0,261081136;0,351004874;0,813609141;1,316345501;0,788573051;0,973522664;0,582958201;0,187045061;1,405076706;0,802988249;0,20639474;0,188915302;0,649101411;0,963555509;0,723833112;;1;0,261967187;;0,144693326;0,114101257;0,11618704;0,144693326;0,004979083;0,003926371;0,003998145;0,004979083;0,004724419;0,00372555;0,003793653;0,004724419;0,001591136;0,001590447;0,001590993;0,001591136;0,000666632;0,000666344;0,000666572;0,000666632;7,49451E-07;2,59055E-06;7,13688E-06;-3,0062E-06;-2,69383E-06;7,49451E-07;1,55558E-07;5,37701E-07;5,12042E-06;-2,0539E-05;7,38255E-05;1,55558E-07;;
5;0,865137532;0,692672629;0,164968231;0,554831629;0,81391362;-1,781659353;0,144098359;0,754393086;0,98041618;0,393069421;0,482455815;0,684436799;-2,115154518;0,107632584;0,559159795;0,31436967;0,019227405;0,133637833;0,533359825;0,744324855;0,571571291;0,932924314;1,101699999;0,750578499;0,260649235;0,350565078;0,813061441;1,215207882;0,771219126;0,973112854;0,5825409;0,186525374;1,14278735;0,758191032;0,193843602;0,176134728;0,633185146;0,91622481;0,714272261;;1;0,255092431;;0,145773967;0,112423672;0,110524515;0,145773967;0,004985732;0,003845092;0,003780137;0,004985732;0,005180629;0,0039954;0,003927906;0,005180629;0,001934599;0,000278773;0,000208226;0,001934599;0,001455186;0,00020969;0,000156625;0,001455186;0,00026197;8,6251E-05;-0,001167129;0,001197674;-0,000259036;0,00026197;0,000204012;6,7169E-05;-0,000299251;-0,001368117;0,001352794;0,000204012;;
6;0,865128044;0,692801013;0,164836487;0,554860123;0,813884803;8,886146459;0,999861728;0,754385697;0,980449098;0,393219914;0,482307008;0,684414358;10,37989772;0,999968951;0,55912913;0,314346765;0,019014599;0,892403421;0,709385905;0,744301789;0,571554062;0,932764243;2,248499431;0,904521021;0,260226275;0,350149263;0,812513011;1,313831231;0,788153553;0,97267336;0,58210883;0,185955505;1,40248595;0,802578075;0,181476998;0,163977031;0,617150009;0,89178612;0,709258627;;1;0,2515239;;0,146256808;0,115272823;0,117382507;0,146256808;0,004431693;0,003492855;0,00355678;0,004431693;0,004205526;0,0033146;0,003375263;0,004205526;0,001415914;0,001415719;0,00141587;0,001415914;0,00059315;0,000593068;0,000593131;0,00059315;2,13041E-07;9,30648E-07;2,06049E-06;-8,4377E-07;-6,73742E-07;2,13041E-07;4,78441E-08;2,09002E-07;2,02143E-06;-8,00606E-06;2,53192E-05;4,78441E-08;;
7;0,865127942;0,692800786;0,164836579;0,554860197;0,813884779;6,441275491;0,998408166;0,754385674;0,980448875;0,393220795;0,482304223;0,684414352;6,90629024;0,998999536;0,558973401;0,314191019;0,018858848;0,890819139;0,709059185;0,744236552;0,571488817;0,932698997;2,246667911;0,904362728;0,259842061;0,349758017;0,812025525;1,312577039;0,787944068;0,972308754;0,581737551;0,185492897;1,401019108;0,802345556;0,168796988;0,151064955;0,60106176;0,855270641;0,70167161;;1;0,246171524;;0,146879909;0,115733153;0,117848442;0,146879909;0,004142599;0,003264136;0,003323796;0,004142599;0,003931834;0,003098065;0,003154689;0,003931834;0,001324167;0,001322059;0,001322842;0,001324167;0,000555169;0,000554286;0,000554614;0,000555169;2,29016E-06;8,22442E-06;6,90002E-06;1,66925E-06;1,29213E-06;2,29016E-06;1,44021E-06;5,1721E-06;1,5583E-05;1,13581E-05;6,40838E-06;1,44021E-06;;
8;0,865127037;0,692800027;0,164836396;0,554860055;0,813884527;-1,033070082;0,262489338;0,754385105;0,980447161;0,393219545;0,482303518;0,684414194;-1,376477401;0,20157534;0,558827975;0,314045506;0,01871319;0,228703405;0,556927931;0,74417558;0,57142781;0,932637928;1,243161839;0,776113899;0,259483006;0,3493924;0,811569839;1,22725147;0,773337155;0,971967966;0,581390535;0,185060396;1,177601779;0,764516323;0,156066341;0,138101626;0,58490497;0,811177818;0,692360433;;1;0,239681485;;0,147471016;0,114044816;0,112743999;0,147471016;0,004034272;0,003119852;0,003084266;0,004034272;0,004143463;0,003204294;0,003167745;0,004143463;0,001551523;0,000407258;0,000312749;0,001551523;0,00109254;0,00028678;0,000220229;0,00109254;0,000331428;0,000693414;-0,002257025;0,002805074;-0,000199573;0,000331428;0,000275537;0,000576479;-0,003925825;-0,033226611;0,020007736;0,000275537;;
9;0,865050762;0,6930483;0,164527838;0,554882008;0,81384807;7,112070942;0,999185459;0,754321692;0,980879002;0,396874472;0,480102667;0,684383885;8,15622037;0,999713137;0,558783176;0,314011104;0,018542522;0,890791573;0,709053498;0,744144034;0,571403585;0,932517749;2,247295318;0,904416979;0,259139822;0,34905313;0,811126069;1,310559644;0,787606789;0,971615494;0,581042083;0,184604615;1,399036306;0,80203092;0,143521411;0,125699787;0,568683159;0,782536712;0,686226576;;1;0,235453457;;0,147758075;0,116375263;0,118506545;0,147758075;0,003547464;0,002794007;0,002845176;0,003547464;0,003367103;0,002651953;0,002700521;0,003367103;0,001133503;0,001132579;0,001133177;0,001133503;0,000474985;0,000474598;0,000474849;0,000474985;1,00375E-06;3,21522E-06;5,78042E-06;-7,56278E-07;-6,14809E-07;1,00375E-06;3,53686E-07;1,13293E-06;6,52429E-06;-4,91573E-06;3,01093E-06;3,53686E-07;;
10;0,865050408;0,693047664;0,164527921;0,554882076;0,81384796;7,720649324;0,999556624;0,754321568;0,980878284;0,396875013;0,480102336;0,684383846;9,589772329;0,99993158;0,558658593;0,313886454;0,018417837;0,890693712;0,70903331;0,744091829;0,571351351;0,932465501;2,247539676;0,904438101;0,258832481;0,348740161;0,810735848;1,309670588;0,787458028;0,971323779;0,580745026;0,184234233;1,398183076;0,801895412;0,130720132;0,112664067;0,55242977;0,745711186;0,678243471;;1;0,230007103;;0,148012574;0,11655369;0,118690604;0,148012574;0,003238271;0,002550003;0,002596755;0,003238271;0,003073643;0,002420364;0,00246474;0,003073643;0,001034567;0,001034108;0,001034496;0,001034567;0,000433423;0,000433231;0,000433394;0,000433423;4,98819E-07;7,65986E-07;4,57776E-06;-1,13322E-06;-3,66807E-07;4,98819E-07;7,7005E-08;1,18249E-07;1,08519E-06;-2,46534E-06;1,81289E-06;7,7005E-08;;
11;0,865050324;0,69304716;0,164528045;0,554882116;0,813847905;0,569561873;0,638662074;0,754321555;0,980878165;0,396875284;0,480102136;0,684383837;1,37571796;0,798302405;0,558544841;0,31377266;0,018304035;0,62551091;0,651470879;0,744044173;0,571303678;0,932417824;1,863683719;0,865725738;0,258551981;0,348454518;0,810379638;1,280484769;0,782532284;0,971057539;0,580473905;0,183896133;1,319043041;0,789022449;0,117899226;0,0996081;0,536148387;0,707001365;0,669738233;;1;0,22427465;;-0,073050248;-0,057164177;-0,057638285;-0,073050248;-0,001465648;-0,001146917;-0,001156429;-0,001465648;-0,0014337;-0,001121916;-0,001131221;-0,0014337;-0,000517266;-0,000330358;-0,000412935;-0,000517266;-0,000264821;-0,000169131;-0,000211408;-0,000264821;-0,000130674;0,000182565;-0,000433721;0,00018199;0,000260669;-0,000130674;-9,11746E-05;0,00012738;0,000422787;-0,000588816;0,001174569;-9,11746E-05;;
12;0,865030242;0,69309487;0,164508026;0,554853443;0,813862279;1,241762373;0,775870632;0,754307543;0,980831658;0,396940054;0,479972934;0,684393867;0,994305377;0,729937476;0,55858118;0,313818083;0,018360934;0,680815246;0,663920628;0,744062778;0,571326933;0,932446954;1,926776351;0,872892181;0,258678142;0,348581725;0,810540859;1,286556876;0,783563835;0,97118095;0,580598339;0,18405384;1,335640656;0,791772135;0,124187286;0,105948312;0,544183914;0,725379501;0,673790518;;1;0,226996831;;-0,071699818;-0,056181385;-0,056769918;-0,071699818;-0,001510078;-0,001183243;-0,001195638;-0,001510078;-0,001468028;-0,001150293;-0,001162343;-0,001468028;-0,000523371;-0,000406068;-0,000382028;-0,000523371;-0,000260246;-0,000201917;-0,000189963;-0,000260246;-9,99278E-05;-3,89838E-05;1,42687E-05;3,19709E-06;-3,50587E-05;-9,99278E-05;-0,000113279;-4,41923E-05;6,31022E-06;-2,01889E-07;-7,08308E-08;-0,000113279;;
13;0,86503453;0,6930933;0,164507675;0,554857299;0,813873271;-3,751437446;0,022945122;0,754312404;0,980830964;0,396940076;0,479972942;0,684406327;-3,992480627;0,018119505;0,558625848;0,313860106;0,018418505;0,036923233;0,50922976;0,744084989;0,571347829;0,932475581;0,959901242;0,723102032;0,258808298;0,348713245;0,810706968;1,194655112;0,767572593;0,971307482;0,580726197;0,184215323;1,098758291;0,750027374;0,130367238;0,112193003;0,552070894;0,736285037;0,676182962;;1;0,228611699;;-0,070902837;-0,054423075;-0,053179069;-0,070902837;-0,001649069;-0,00126578;-0,001236847;-0,001649069;-0,001733012;-0,001330213;-0,001299807;-0,001733012;-0,000641178;-1,47119E-05;-1,16178E-05;-0,000641178;-0,000513696;-1,17868E-05;-9,30792E-06;-0,000513696;-1,56474E-05;2,60951E-05;0,000111933;-0,000123503;-1,51412E-05;-1,56474E-05;-1,24176E-05;2,07088E-05;-0,00014814;-0,001169256;-0,00113143;-1,24176E-05;;
14;0,865031659;0,693080988;0,16452126;0,554858965;0,813874993;-9,520406588;7,33345E-05;0,754310126;0,98084726;0,397068694;0,480097399;0,684407693;-9,165873547;0,000104536;0,558627466;0,313861384;0,018489034;0,018562811;0,504640569;0,744086285;0,571348853;0,932532088;0,932646382;0,71761187;0,258947534;0,348849298;0,810888365;1,191902194;0,767081098;0,971453806;0,580869175;0,184405954;1,091479571;0,748660232;0,136353776;0,1180427;0,559870207;0,752838486;0,679796876;;1;0,231061897;;-0,069699601;-0,053465247;-0,05218132;-0,069699601;-0,001698023;-0,001302521;-0,001271242;-0,001698023;-0,001788313;-0,001371781;-0,001338839;-0,001788313;-0,000660283;-4,84215E-08;-6,90234E-08;-0,000660283;-0,000535259;-3,92529E-08;-5,59538E-08;-0,000535259;-5,25999E-08;2,0242E-07;6,73526E-07;-8,24893E-07;6,73805E-08;-5,25999E-08;-7,49773E-08;2,88535E-07;-3,69461E-06;-5,79403E-05;7,42215E-05;-7,49773E-08;;
15;0,865031637;0,693080913;0,164521351;0,554858957;0,813874998;-5,769139878;0,003112723;0,754310094;0,980847666;0,397075068;0,480089235;0,684407701;-5,594481771;0,003704551;0,558627471;0,313861391;0,018561666;0,021463234;0,505365602;0,74408629;0,571348859;0,932590966;0,937023692;0,718498065;0,259090812;0,348989135;0,811075148;1,19275875;0,767234101;0,971604702;0,581016448;0,184602668;1,093077457;0,748960784;0,142234953;0,123782645;0,567537163;0,769373016;0,683385249;;1;0,233507699;;-0,068505886;-0,052560052;-0,051308222;-0,068505886;-0,001740129;-0,001335086;-0,001303288;-0,001740129;-0,00183204;-0,001405603;-0,001372126;-0,00183204;-0,000676725;-2,10646E-06;-2,50696E-06;-0,000676725;-0,000547557;-1,70439E-06;-2,02845E-06;-0,000547557;-2,28201E-06;8,14244E-06;1,87421E-05;-2,30095E-05;-2,20819E-06;-2,28201E-06;-2,71428E-06;9,68482E-06;-7,95414E-05;-0,000802016;-0,000776071;-2,71428E-06;;
16;0,865030742;0,693078852;0,164523882;0,5548592;0,813875249;-0,387760441;0,404256545;0,754309029;0,980856416;0,39716329;0,480174602;0,684408;-0,145157248;0,463774274;0,558627703;0,313861667;0,018636105;0,390025977;0,596288953;0,744086477;0,571349082;0,932651198;1,498430032;0,817340204;0,259237671;0,349132497;0,811266562;1,251207148;0,777508754;0,971759318;0,581167381;0,184804193;1,239265005;0,775436052;0,148016559;0,12942655;0,57507281;0,790518993;0,687942758;;1;0,236632619;;-0,066991675;-0,052086614;-0,05194776;-0,066991675;-0,001715337;-0,001333689;-0,001330134;-0,001715337;-0,001726701;-0,001342525;-0,001338946;-0,001726701;-0,000643379;-0,00026009;-0,000298383;-0,000643379;-0,000399012;-0,000161303;-0,000185051;-0,000399012;-0,000170936;0,000389802;5,23508E-05;-0,000228148;-0,000235259;-0,000170936;-0,000176511;0,000402515;-0,000123274;-0,000164534;-0,000226448;-0,000176511;;
17;0,864987863;0,693073093;0,164548978;0,554885079;0,813894052;-0,464415899;0,385938774;0,754264752;0,980869976;0,397181388;0,480199512;0,684427416;-0,032979538;0,491755863;0,558656313;0,313894489;0,018706877;0,388673465;0,595963322;0,74410422;0,571369438;0,932695089;1,50084803;0,817700923;0,259384377;0,349278812;0,811455249;1,251644431;0,77758439;0,971906996;0,581314666;0,18499413;1,239556591;0,775486823;0,153746087;0,135140803;0,582441894;0,806792364;0,691425556;;1;0,239034649;;-0,065836288;-0,05119327;-0,051055174;-0,065836288;-0,001750581;-0,001361224;-0,001357552;-0,001750581;-0,001762324;-0,001370355;-0,001366659;-0,001762324;-0,00065685;-0,000253504;-0,00032301;-0,00065685;-0,000406635;-0,000156936;-0,000199965;-0,000406635;-0,000171572;0,000301658;-0,000470057;0,000434473;0,000383293;-0,000171572;-0,000180942;0,000318132;0,000871586;-0,002207118;0,004930701;-0,000180942;;
18;0,864954681;0,693124799;0,164501186;0,554842916;0,813912925;0,324113072;0,580326311;0,754229758;0,980774101;0,397424171;0,479657135;0,68444732;1,010939173;0,733203907;0,558684198;0,31393002;0,018779131;0,573172988;0,639495003;0,744121483;0,571391434;0,932739819;1,783519526;0,856130912;0,259534112;0,349428142;0,811647813;1,276774815;0,781900278;0,972057735;0,581464998;0,185187986;1,304624208;0,786612201;0,159377346;0,140756872;0,589683886;0,825022151;0,695301362;;1;0,241721992;;-0,064552654;-0,050473738;-0,050777906;-0,064552654;-0,001754475;-0,001371824;-0,001380091;-0,001754475;-0,001726915;-0,001350275;-0,001358412;-0,001726915;-0,000629432;-0,000365276;-0,000461502;-0,000629432;-0,000336285;-0,000195155;-0,000246566;-0,000336285;-0,000168151;0,000150342;-0,000537932;0,000306354;0,000495238;-0,000168151;-0,000135058;0,000120754;0,000386303;-0,000703806;0,00207285;-0,000135058;;
19;0,864938143;0,693183972;0,164467487;0,55478844;0,813931422;1,231052225;0,774002685;0,754216475;0,980731608;0,39750159;0,479429121;0,684462176;1,021259354;0,735217834;0,558724379;0,313980786;0,018848368;0,68214681;0,664217675;0,74414295;0,571418556;0,93277681;1,928862565;0,87312347;0,259685012;0,349579952;0,811840805;1,289554641;0,784071798;0,972206265;0,581614423;0,185377946;1,338955734;0,79231816;0,164929458;0,146342442;0,596784678;0,842050989;0,698897002;;1;0,24422851;;-0,06336411;-0,049682011;-0,050204535;-0,06336411;-0,001769322;-0,001387275;-0,001401866;-0,001769322;-0,001719649;-0,001348328;-0,001362509;-0,001719649;-0,000613291;-0,000474689;-0,000450903;-0,000613291;-0,000304618;-0,000235775;-0,000223961;-0,000304618;-0,00011778;-4,04457E-05;-1,46224E-05;3,38418E-05;-1,72595E-05;-0,00011778;-0,000131079;-4,50124E-05;-5,58828E-06;1,60568E-06;2,35297E-07;-0,000131079;;
20;0,864942592;0,69318558;0,164463765;0,554790339;0,813944378;-3,394789003;0,032458719;0,754221426;0,980732223;0,397501413;0,479429095;0,684476595;-4,014327323;0,017734891;0,558776594;0,314030385;0,01891583;0,042622297;0,510653961;0,744168886;0,571443192;0,932810318;0,967099569;0,724541003;0,259837613;0,349734158;0,812035431;1,198119274;0,768190044;0,972354581;0,581764299;0,185567108;1,103615915;0,750937006;0,170394479;0,151864941;0,60375473;0,848691076;0,700292494;;1;0,245204788;;-0,062903486;-0,048321831;-0,047236555;-0,062903486;-0,001908671;-0,001466222;-0,001433291;-0,001908671;-0,00200467;-0,001539968;-0,001505381;-0,00200467;-0,000742563;-2,41027E-05;-1,31693E-05;-0,000742563;-0,000593076;-1,92505E-05;-1,05181E-05;-0,000593076;-2,54037E-05;2,50328E-05;0,000169214;-0,000147964;-1,38729E-05;-2,54037E-05;-1,40914E-05;1,38856E-05;-9,24921E-05;-0,00053872;-0,000294195;-1,40914E-05;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Epoch 2;Error;0,254196996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Layer 1;;;;;;;;;;;;;;Layer 2;;;;;;;;;;Layer 3;;;;;;;;;;Output Layer;;;;;;;;;Output Layer;;;;Layer 3-2;;;;;;;;Layer 2-1;;;;;;;;Layer 1 - Input;;;;;;;;;;;;;
No;Teta1_1;Teta1_2;Teta1_3;Teta1_4;Bias;Target;Sigmoid;Teta2_1;Teta2_2;Teta2_3;Teta2_4;Bias;Target;Sigmoid;Teta1_1;Teta1_2;Bias;Target;Sigmoid;Teta2_1;Teta_2_2;Bias;Target;Sigmoid;Teta1_1;Teta1_2;Bias;Target;Sigmoid;Teta2_1;Teta_2_2;Bias;Target;Sigmoid;Teta 1;Teta 2;Bias;Target;Sigmoid;;Prediksi;Error;;Tau_Output;D_Teta1;D_Teta2;D_Bias;Tau_Output 1;D_Teta1_1;D_Teta1_2;D_Bias;Tau_Output 2;D_Teta2_1;D_Teta2_2;D_Bias;Tau_Output 1;D_Teta1_1;D_Teta1_2;D_Bias;Tau_Output 2;D_Teta2_1;D_Teta2_2;D_Bias;Tau_Output 1;D_Teta1_1;D_Teta1_2;D_Teta1_3;D_Teta1_4;D_Bias;Tau_Output 2;D_Teta2_1;D_Teta2_2;D_Teta2_3;D_Teta2_4;D_Bias;;
1;0,864942592;0,69318558;0,164463765;0,554790339;0,813944378;2,377360004;0,915084518;0,754221426;0,980732223;0,397501413;0,479429095;0,684476595;2,347900926;0,912767237;0,558776594;0,314030385;0,01891583;0,816880288;0,693573711;0,744168886;0,571443192;0,932810318;2,135382368;0,894294893;0,259837613;0,349734158;0,812035431;1,305017439;0,786678199;0,972354581;0,581764299;0,185567108;1,380235524;0,799028824;0,170394479;0,151864941;0,60375473;0,859144817;0,702481951;;1;0,246740446;;-0,023291927;-0,018323251;-0,018610921;-0,023291927;-0,000666029;-0,000523951;-0,000532177;-0,000666029;-0,000637319;-0,000501365;-0,000509237;-0,000637319;-0,000219582;-0,000200937;-0,000200428;-0,000219582;-9,76688E-05;-8,93752E-05;-8,91489E-05;-9,76688E-05;-1,86213E-05;-6,74389E-05;-0,000161374;5,22756E-05;8,32353E-06;-1,86213E-05;-1,9081E-05;-6,91038E-05;-0,00059886;0,001681181;-0,000751471;-1,9081E-05;;
